Log kbp,bp,Log kbs,bs,Log kgL,gL,Log gammaL,l,Log kgW,gW,Log gammaW,w,Agglomeration Kernel,Concentration Residual,H²,Agglomeration Rate Residual,Normalized Concentration Residual,Normalized H²,Normarlized Agglomeration Rate Residual,Weighted Distance
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.873,3.0213646390744953e-05,109.63205575907787,328345.3990298074,4.0130301608889004e-28,0.017987195507614878,0.9610786775045235,0.23107982568957552
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.772,3.0183018460731237e-05,109.46246570152096,324838.96345048584,3.089434073268925e-28,0.01666924995584373,0.9507864398354083,0.22613764549076784
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.671,3.0158678191892763e-05,109.41198939971713,320296.5781449378,2.3554446374576826e-28,0.016276980394817824,0.9374534388171942,0.21983720753293237
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.57,3.013585827642351e-05,109.32871144621723,315034.0280524135,1.6673019964831693e-28,0.015629797358518868,0.9220065797283518,0.21264617854832757
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.468,3.0110716324369895e-05,109.30732161751368,308634.1861154012,9.091375191107678e-29,0.015463569278883208,0.9032214936286822,0.2040718276256283
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.367,3.0080567863715496e-05,109.08714789375763,300384.51493398735,0.0,0.01375251979861645,0.8790067106759067,0.19325776525372496
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.266,3.0091124186771737e-05,108.9259920749725,290739.2012600415,3.1832966413435463e-29,0.01250011976072732,0.8506953789888653,0.18099878345526854
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.165,3.0099153361920298e-05,108.45746244107228,278593.58733045246,5.604522872011413e-29,0.008859006857251158,0.8150450604894072,0.16611385365829376
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-14.063,3.01581310716594e-05,109.27612524255619,264895.3066631153,2.3389460328584008e-28,0.015221130988579497,0.7748372890653682,0.15020904754582798
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-13.962,3.0303114844385498e-05,108.98947891935426,248645.7654914869,6.710983098316036e-28,0.012993498944355707,0.7271409501567752,0.13226790585613293
