Log kbp,bp,Log kbs,bs,Log kgL,gL,Log gammaL,l,Log kgW,gW,Log gammaW,w,Agglomeration Kernel,Concentration Residual,H²,Agglomeration Rate Residual,Normalized Concentration Residual,Normalized H²,Normarlized Agglomeration Rate Residual,Weighted Distance
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.835,3.275518022343782e-05,168.51175463321977,227727.5085203724,1.148932557e-314,0.3056483954235214,0.4536226986926057,0.09815385900477729
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.734,3.2650113028580616e-05,168.84064294046456,228580.4755022121,1.0904869896e-314,0.30738515997783467,0.4553343728874876,0.09907516607050991
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.633,3.246393201875712e-05,169.00083990498703,229513.84508826357,9.86920365e-315,0.30823111407094905,0.45720739337801836,0.0997628599805897
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.532,3.222003913040143e-05,168.71340623138633,229819.7946886949,8.512504425e-315,0.30671325951355316,0.4578213515348315,0.09943660926100906
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.43,3.2154392074813585e-05,169.22704106315732,231120.69511495854,8.147330556e-315,0.3094256173263121,0.46043190708640014,0.10087149159468951
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.329,3.189916945226793e-05,168.85625680076328,231292.84710257113,6.72760759e-315,0.3074676122831476,0.4607773695967526,0.10034711238467559
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.228,3.180578474307486e-05,169.09225199698173,232074.8896421071,6.208137906e-315,0.30871383503644034,0.46234671760520246,0.10109323779152946
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.127,3.1814285940868074e-05,169.4555151094777,232979.5131007392,6.25542739e-315,0.31063212305025806,0.4641620523874302,0.10210776065448321
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-11.025,3.1692576099717926e-05,169.51984384934232,233464.3650949179,5.578393924e-315,0.31097182462297884,0.4651350192952263,0.102439384398365
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-10.924,3.175310743967381e-05,170.3475076275414,234529.05662873082,5.91511068e-315,0.3153424789794903,0.46727156744156395,0.10430611895928915
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-10.823,3.165532960323505e-05,170.62374119083506,235343.9950452117,5.37120341e-315,0.3168011889757778,0.4689069285840312,0.10514992358676067
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-10.722,3.150534113342108e-05,170.23098312755658,235445.34733449458,4.53686485e-315,0.3147271466103402,0.46911031523539204,0.10454271037180551
9.583,2.984,9.475,2.576,1.039,1.786,-2.751,1.399,0.999,1.974,-2.797,1.623,-10.62,3.139960006051584e-05,170.20564666510884,235884.73162165217,3.94866061e-315,0.3145933520395342,0.4699920407440889,0.10470761816443348
